id  ,State                ,County               ,Year   ,Days with AQI ,Good Days ,Moderate Days ,Unhealthy for Sensitive Groups Days ,Unhealthy Days ,Very Unhealthy Days ,Hazardous Days ,Max AQI
373 ,North Carolina       ,Edgecombe            ,2020.0 ,57.0          ,57.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
374 ,North Carolina       ,Guilford             ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
375 ,North Carolina       ,Haywood              ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,24.0
376 ,North Carolina       ,Johnston             ,2020.0 ,45.0          ,44.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,72.0
377 ,North Carolina       ,Macon                ,2020.0 ,58.0          ,58.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
378 ,North Carolina       ,Martin               ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,1.0
379 ,North Carolina       ,Mecklenburg          ,2020.0 ,122.0         ,109.0     ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
380 ,North Carolina       ,Mitchell             ,2020.0 ,56.0          ,55.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
381 ,North Carolina       ,Montgomery           ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
382 ,North Carolina       ,New Hanover          ,2020.0 ,56.0          ,55.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
383 ,North Carolina       ,Northampton          ,2020.0 ,91.0          ,89.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
384 ,North Carolina       ,Person               ,2020.0 ,87.0          ,87.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,14.0
385 ,North Carolina       ,Pitt                 ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,38.0
386 ,North Carolina       ,Rowan                ,2020.0 ,86.0          ,82.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
387 ,North Carolina       ,Swain                ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
388 ,North Carolina       ,Wake                 ,2020.0 ,92.0          ,85.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,57.0
389 ,North Dakota         ,Billings             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
390 ,North Dakota         ,Burke                ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,49.0
391 ,North Dakota         ,Burleigh             ,2020.0 ,92.0          ,88.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
392 ,North Dakota         ,Cass                 ,2020.0 ,89.0          ,86.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,55.0
393 ,North Dakota         ,Dunn                 ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
394 ,North Dakota         ,McKenzie             ,2020.0 ,90.0          ,90.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
395 ,North Dakota         ,Mercer               ,2020.0 ,91.0          ,89.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,75.0
396 ,North Dakota         ,Oliver               ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
397 ,North Dakota         ,Ward                 ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
398 ,North Dakota         ,Williams             ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,14.0
399 ,Ohio                 ,Adams                ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
400 ,Ohio                 ,Allen                ,2020.0 ,91.0          ,87.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
401 ,Ohio                 ,Ashtabula            ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,6.0
402 ,Ohio                 ,Athens               ,2020.0 ,13.0          ,13.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
403 ,Ohio                 ,Belmont              ,2020.0 ,91.0          ,88.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
404 ,Ohio                 ,Butler               ,2020.0 ,91.0          ,82.0      ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
405 ,Ohio                 ,Clark                ,2020.0 ,91.0          ,83.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
406 ,Ohio                 ,Clermont             ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
407 ,Ohio                 ,Clinton              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
408 ,Ohio                 ,Columbiana           ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,31.0
409 ,Ohio                 ,Cuyahoga             ,2020.0 ,92.0          ,56.0      ,36.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,82.0
410 ,Ohio                 ,Delaware             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
411 ,Ohio                 ,Fayette              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,37.0
412 ,Ohio                 ,Franklin             ,2020.0 ,92.0          ,84.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,65.0
413 ,Ohio                 ,Gallia               ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
414 ,Ohio                 ,Geauga               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
415 ,Ohio                 ,Greene               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
416 ,Ohio                 ,Hamilton             ,2020.0 ,92.0          ,63.0      ,29.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
417 ,Ohio                 ,Harrison             ,2020.0 ,48.0          ,48.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
418 ,Ohio                 ,Jefferson            ,2020.0 ,91.0          ,75.0      ,16.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,77.0
419 ,Ohio                 ,Knox                 ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
420 ,Ohio                 ,Lake                 ,2020.0 ,91.0          ,90.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,63.0
421 ,Ohio                 ,Lawrence             ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
422 ,Ohio                 ,Licking              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
423 ,Ohio                 ,Lorain               ,2020.0 ,56.0          ,48.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
424 ,Ohio                 ,Lucas                ,2020.0 ,60.0          ,52.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
425 ,Ohio                 ,Madison              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
426 ,Ohio                 ,Mahoning             ,2020.0 ,60.0          ,56.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
427 ,Ohio                 ,Medina               ,2020.0 ,91.0          ,82.0      ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,80.0
428 ,Ohio                 ,Miami                ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
429 ,Ohio                 ,Montgomery           ,2020.0 ,90.0          ,69.0      ,21.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
430 ,Ohio                 ,Morgan               ,2020.0 ,85.0          ,85.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,23.0
431 ,Ohio                 ,Noble                ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
432 ,Ohio                 ,Portage              ,2020.0 ,51.0          ,49.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
433 ,Ohio                 ,Preble               ,2020.0 ,92.0          ,81.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
434 ,Ohio                 ,Scioto               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
435 ,Ohio                 ,Stark                ,2020.0 ,91.0          ,73.0      ,18.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,65.0
436 ,Ohio                 ,Summit               ,2020.0 ,91.0          ,78.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
437 ,Ohio                 ,Trumbull             ,2020.0 ,56.0          ,52.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
438 ,Ohio                 ,Warren               ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
439 ,Ohio                 ,Washington           ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
440 ,Ohio                 ,Wood                 ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,34.0
441 ,Oklahoma             ,Canadian             ,2020.0 ,89.0          ,88.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
442 ,Oklahoma             ,Carter               ,2020.0 ,90.0          ,79.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
443 ,Oklahoma             ,Cleveland            ,2020.0 ,90.0          ,82.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,81.0
444 ,Oklahoma             ,Comanche             ,2020.0 ,89.0          ,84.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
445 ,Oklahoma             ,Creek                ,2020.0 ,89.0          ,88.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
446 ,Oklahoma             ,Dewey                ,2020.0 ,89.0          ,87.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
447 ,Oklahoma             ,Garfield             ,2020.0 ,86.0          ,85.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
448 ,Oklahoma             ,Johnston             ,2020.0 ,46.0          ,45.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,93.0
449 ,Oklahoma             ,Kay                  ,2020.0 ,89.0          ,83.0      ,5.0           ,1.0                                 ,0.0            ,0.0                 ,0.0            ,103.0
450 ,Oklahoma             ,Mayes                ,2020.0 ,74.0          ,74.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,24.0
451 ,Oklahoma             ,Muskogee             ,2020.0 ,89.0          ,89.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,6.0
452 ,Oklahoma             ,Oklahoma             ,2020.0 ,92.0          ,79.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,72.0
453 ,Oklahoma             ,Osage                ,2020.0 ,79.0          ,79.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,49.0
454 ,Oklahoma             ,Pittsburg            ,2020.0 ,90.0          ,79.0      ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,88.0
455 ,Oklahoma             ,Sequoyah             ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,78.0
456 ,Oklahoma             ,Tulsa                ,2020.0 ,92.0          ,84.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,89.0
457 ,Oklahoma             ,Washington           ,2020.0 ,68.0          ,63.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
458 ,Oregon               ,Lane                 ,2020.0 ,91.0          ,79.0      ,12.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,92.0
459 ,Oregon               ,Multnomah            ,2020.0 ,96.0          ,96.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,33.0
460 ,Pennsylvania         ,Adams                ,2020.0 ,122.0         ,122.0     ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
461 ,Pennsylvania         ,Allegheny            ,2020.0 ,92.0          ,56.0      ,35.0          ,1.0                                 ,0.0            ,0.0                 ,0.0            ,102.0
462 ,Pennsylvania         ,Cambria              ,2020.0 ,115.0         ,115.0     ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,10.0
463 ,Pennsylvania         ,Centre               ,2020.0 ,28.0          ,28.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
464 ,Pennsylvania         ,Elk                  ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
465 ,Pennsylvania         ,Erie                 ,2020.0 ,122.0         ,122.0     ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,6.0
466 ,Pennsylvania         ,Lackawanna           ,2020.0 ,122.0         ,122.0     ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,10.0
467 ,Pennsylvania         ,Mercer               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
468 ,Pennsylvania         ,Somerset             ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
469 ,Rhode Island         ,Kent                 ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
470 ,Rhode Island         ,Providence           ,2020.0 ,44.0          ,37.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,76.0
471 ,Rhode Island         ,Washington           ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,53.0
472 ,South Carolina       ,Aiken                ,2020.0 ,53.0          ,53.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
473 ,South Carolina       ,Anderson             ,2020.0 ,47.0          ,46.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
474 ,South Carolina       ,Berkeley             ,2020.0 ,30.0          ,30.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
475 ,South Carolina       ,Charleston           ,2020.0 ,91.0          ,85.0      ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
476 ,South Carolina       ,Chesterfield         ,2020.0 ,89.0          ,86.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
477 ,South Carolina       ,Darlington           ,2020.0 ,68.0          ,68.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,49.0
478 ,South Carolina       ,Edgefield            ,2020.0 ,91.0          ,87.0      ,4.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
479 ,South Carolina       ,Florence             ,2020.0 ,87.0          ,85.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,63.0
480 ,South Carolina       ,Greenville           ,2020.0 ,91.0          ,78.0      ,13.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
481 ,South Carolina       ,Horry                ,2020.0 ,47.0          ,47.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
482 ,South Carolina       ,Lexington            ,2020.0 ,91.0          ,82.0      ,9.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,62.0
483 ,South Carolina       ,Oconee               ,2020.0 ,20.0          ,20.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,0.0
484 ,South Carolina       ,Richland             ,2020.0 ,92.0          ,84.0      ,8.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,65.0
485 ,South Carolina       ,Spartanburg          ,2020.0 ,91.0          ,81.0      ,10.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
486 ,South Carolina       ,York                 ,2020.0 ,91.0          ,91.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
487 ,Tennessee            ,Blount               ,2020.0 ,61.0          ,61.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
488 ,Tennessee            ,Claiborne            ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
489 ,Tennessee            ,DeKalb               ,2020.0 ,52.0          ,52.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
490 ,Tennessee            ,Hamilton             ,2020.0 ,91.0          ,81.0      ,10.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
491 ,Tennessee            ,Knox                 ,2020.0 ,91.0          ,84.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,61.0
492 ,Tennessee            ,Sevier               ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
493 ,Texas                ,Bell                 ,2020.0 ,31.0          ,29.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
494 ,Texas                ,Bexar                ,2020.0 ,91.0          ,63.0      ,27.0          ,1.0                                 ,0.0            ,0.0                 ,0.0            ,106.0
495 ,Texas                ,Bowie                ,2020.0 ,60.0          ,58.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,80.0
496 ,Texas                ,Brazoria             ,2020.0 ,1.0           ,1.0       ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,34.0
497 ,Texas                ,Brewster             ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
498 ,Texas                ,Cameron              ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
499 ,Texas                ,Collin               ,2020.0 ,30.0          ,30.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
500 ,Texas                ,Dallas               ,2020.0 ,32.0          ,32.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
501 ,Texas                ,Denton               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
502 ,Texas                ,Ector                ,2020.0 ,59.0          ,59.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
503 ,Texas                ,El Paso              ,2020.0 ,32.0          ,25.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,66.0
504 ,Texas                ,Ellis                ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
505 ,Texas                ,Freestone            ,2020.0 ,29.0          ,29.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,6.0
506 ,Texas                ,Gregg                ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,40.0
507 ,Texas                ,Harrison             ,2020.0 ,60.0          ,58.0      ,2.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,95.0
508 ,Texas                ,Hidalgo              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
509 ,Texas                ,Hood                 ,2020.0 ,29.0          ,29.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
510 ,Texas                ,Howard               ,2020.0 ,48.0          ,40.0      ,7.0           ,1.0                                 ,0.0            ,0.0                 ,0.0            ,116.0
511 ,Texas                ,Hunt                 ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,42.0
512 ,Texas                ,Hutchinson           ,2020.0 ,60.0          ,53.0      ,5.0           ,2.0                                 ,0.0            ,0.0                 ,0.0            ,128.0
513 ,Texas                ,Jefferson            ,2020.0 ,31.0          ,30.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,83.0
514 ,Texas                ,Johnson              ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
515 ,Texas                ,Karnes               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,21.0
516 ,Texas                ,Kaufman              ,2020.0 ,31.0          ,28.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,60.0
517 ,Texas                ,Kleberg              ,2020.0 ,28.0          ,27.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,56.0
518 ,Texas                ,Lubbock              ,2020.0 ,57.0          ,57.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,34.0
519 ,Texas                ,Maverick             ,2020.0 ,29.0          ,29.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
520 ,Texas                ,McLennan             ,2020.0 ,32.0          ,32.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,46.0
521 ,Texas                ,Milam                ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,3.0
522 ,Texas                ,Navarro              ,2020.0 ,31.0          ,22.0      ,7.0           ,2.0                                 ,0.0            ,0.0                 ,0.0            ,105.0
523 ,Texas                ,Nueces               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,45.0
524 ,Texas                ,Orange               ,2020.0 ,31.0          ,24.0      ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,92.0
525 ,Texas                ,Parker               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
526 ,Texas                ,Polk                 ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
527 ,Texas                ,Potter               ,2020.0 ,60.0          ,57.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,86.0
528 ,Texas                ,Randall              ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
529 ,Texas                ,Robertson            ,2020.0 ,25.0          ,25.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,1.0
530 ,Texas                ,Rockwall             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,41.0
531 ,Texas                ,Rusk                 ,2020.0 ,60.0          ,57.0      ,1.0           ,2.0                                 ,0.0            ,0.0                 ,0.0            ,114.0
532 ,Texas                ,Smith                ,2020.0 ,60.0          ,59.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,67.0
533 ,Texas                ,Tarrant              ,2020.0 ,32.0          ,27.0      ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,58.0
534 ,Texas                ,Titus                ,2020.0 ,53.0          ,53.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,16.0
535 ,Texas                ,Travis               ,2020.0 ,32.0          ,29.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,59.0
536 ,Texas                ,Victoria             ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,44.0
537 ,Texas                ,Webb                 ,2020.0 ,32.0          ,31.0      ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,52.0
538 ,Texas                ,Wilson               ,2020.0 ,31.0          ,31.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,33.0
539 ,Utah                 ,Box Elder            ,2020.0 ,85.0          ,85.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
540 ,Utah                 ,Cache                ,2020.0 ,121.0         ,99.0      ,20.0          ,2.0                                 ,0.0            ,0.0                 ,0.0            ,125.0
541 ,Utah                 ,Carbon               ,2020.0 ,117.0         ,116.0     ,1.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,51.0
542 ,Utah                 ,Davis                ,2020.0 ,121.0         ,115.0     ,6.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,69.0
543 ,Utah                 ,Duchesne             ,2020.0 ,120.0         ,100.0     ,20.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,74.0
544 ,Utah                 ,Garfield             ,2020.0 ,121.0         ,118.0     ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,54.0
545 ,Utah                 ,Iron                 ,2020.0 ,120.0         ,120.0     ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,48.0
546 ,Utah                 ,Salt Lake            ,2020.0 ,122.0         ,99.0      ,19.0          ,4.0                                 ,0.0            ,0.0                 ,0.0            ,138.0
547 ,Utah                 ,San Juan             ,2020.0 ,60.0          ,60.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
548 ,Utah                 ,Tooele               ,2020.0 ,121.0         ,116.0     ,5.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,87.0
549 ,Utah                 ,Uintah               ,2020.0 ,121.0         ,106.0     ,15.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,71.0
550 ,Utah                 ,Utah                 ,2020.0 ,122.0         ,115.0     ,7.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,64.0
551 ,Utah                 ,Washington           ,2020.0 ,121.0         ,121.0     ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,50.0
552 ,Utah                 ,Weber                ,2020.0 ,122.0         ,111.0     ,11.0          ,0.0                                 ,0.0            ,0.0                 ,0.0            ,80.0
553 ,Virginia             ,Albemarle            ,2020.0 ,90.0          ,87.0      ,3.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,63.0
554 ,Virginia             ,Alexandria City      ,2020.0 ,18.0          ,18.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,7.0
555 ,Virginia             ,Arlington            ,2020.0 ,20.0          ,20.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,47.0
556 ,Virginia             ,Bristol City         ,2020.0 ,20.0          ,20.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,43.0
557 ,Virginia             ,Carroll              ,2020.0 ,13.0          ,13.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,13.0
558 ,Virginia             ,Charles              ,2020.0 ,19.0          ,19.0      ,0.0           ,0.0                                 ,0.0            ,0.0                 ,0.0            ,39.0
