id,State,Year,National Rank,Female Senate Democrats,Female Senate Republicans,Female Senate Independents,Female Senate Other,Female Senate Total,Total Senate Members,Female House Democrats,Female House Republicans,Female House Independents,Female House Other,Female House Total,Total House Members,Total Females in Legislature,Total Legislature Members,Percentage of Females in Legislature
361,Hawaii,2012.0,3.0,9.0,0.0,0.0,0.0,9.0,25.0,14.0,4.0,0.0,0.0,18.0,51.0,27.0,76.0,35.5
362,Idaho,2012.0,15.0,3.0,6.0,0.0,0.0,9.0,35.0,8.0,12.0,0.0,0.0,20.0,70.0,29.0,105.0,27.6
363,Illinois,2012.0,7.0,10.0,6.0,0.0,0.0,16.0,59.0,28.0,11.0,0.0,0.0,42.0,118.0,55.0,177.0,31.1
364,Indiana,2012.0,33.0,4.0,7.0,0.0,0.0,11.0,50.0,11.0,10.0,0.0,0.0,21.0,100.0,32.0,150.0,21.3
365,Iowa,2012.0,33.0,4.0,4.0,0.0,0.0,8.0,50.0,16.0,8.0,0.0,0.0,24.0,100.0,32.0,150.0,21.3
366,Kansas,2012.0,16.0,4.0,8.0,0.0,0.0,12.0,40.0,14.0,19.0,0.0,0.0,33.0,125.0,45.0,165.0,27.3
367,Kentucky,2012.0,38.0,3.0,3.0,0.0,0.0,6.0,38.0,11.0,9.0,0.0,0.0,20.0,100.0,26.0,138.0,18.8
368,Louisiana,2012.0,49.0,3.0,1.0,0.0,0.0,4.0,39.0,9.0,3.0,0.0,0.0,12.0,105.0,16.0,144.0,11.1
369,Maine,2012.0,11.0,5.0,3.0,0.0,0.0,8.0,35.0,27.0,19.0,0.0,0.0,46.0,151.0,54.0,186.0,29.0
370,Maryland,2012.0,8.0,10.0,1.0,0.0,0.0,11.0,47.0,35.0,12.0,0.0,0.0,47.0,141.0,58.0,188.0,30.9
371,Massachusetts,2012.0,24.0,11.0,0.0,0.0,0.0,11.0,40.0,32.0,6.0,0.0,0.0,38.0,160.0,49.0,200.0,24.5
372,Michigan,2012.0,36.0,2.0,2.0,0.0,0.0,4.0,38.0,16.0,11.0,0.0,0.0,27.0,110.0,31.0,148.0,20.9
373,Minnesota,2012.0,5.0,11.0,10.0,0.0,0.0,21.0,67.0,27.0,18.0,0.0,0.0,45.0,134.0,66.0,201.0,32.8
374,Mississippi,2012.0,44.0,1.0,6.0,0.0,0.0,7.0,52.0,15.0,6.0,0.0,0.0,21.0,122.0,28.0,174.0,16.1
375,Missouri,2012.0,27.0,4.0,2.0,0.0,0.0,6.0,34.0,23.0,18.0,0.0,0.0,41.0,163.0,47.0,197.0,23.9
376,Montana,2012.0,26.0,6.0,2.0,0.0,0.0,8.0,50.0,19.0,9.0,0.0,0.0,28.0,100.0,36.0,150.0,24.0
377,Nebraska*,2012.0,30.0,0.0,0.0,0.0,0.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,22.4
378,Nevada,2012.0,20.0,3.0,1.0,0.0,0.0,4.0,21.0,11.0,1.0,0.0,0.0,12.0,42.0,16.0,63.0,25.4
379,New Hampshire,2012.0,23.0,3.0,3.0,0.0,0.0,6.0,24.0,40.0,58.0,0.0,0.0,98.0,400.0,104.0,424.0,24.5
380,New Jersey,2012.0,10.0,8.0,3.0,0.0,0.0,11.0,40.0,15.0,9.0,0.0,0.0,24.0,80.0,35.0,120.0,29.2
381,New Mexico,2012.0,14.0,9.0,2.0,0.0,0.0,11.0,42.0,12.0,8.0,0.0,0.0,20.0,70.0,31.0,112.0,27.7
382,New York,2012.0,31.0,8.0,3.0,0.0,0.0,11.0,63.0,29.0,7.0,0.0,0.0,36.0,150.0,47.0,213.0,22.2
383,North Carolina,2012.0,22.0,3.0,3.0,0.0,0.0,6.0,50.0,23.0,13.0,0.0,0.0,36.0,120.0,42.0,170.0,24.7
384,North Dakota,2012.0,45.0,3.0,4.0,0.0,0.0,7.0,47.0,3.0,12.0,0.0,0.0,15.0,94.0,22.0,141.0,15.6
385,Ohio,2012.0,29.0,5.0,3.0,0.0,0.0,8.0,33.0,12.0,11.0,0.0,0.0,23.0,99.0,31.0,132.0,23.5
386,Oklahoma,2012.0,48.0,3.0,2.0,0.0,0.0,5.0,48.0,4.0,10.0,0.0,0.0,14.0,101.0,19.0,149.0,12.8
387,Oregon,2012.0,12.0,7.0,2.0,0.0,0.0,9.0,30.0,12.0,5.0,0.0,0.0,17.0,60.0,26.0,90.0,28.9
388,Pennsylvania,2012.0,42.0,5.0,5.0,0.0,0.0,10.0,50.0,14.0,19.0,0.0,0.0,33.0,203.0,43.0,253.0,17.0
389,Rhode Island,2012.0,18.0,9.0,1.0,0.0,0.0,10.0,38.0,17.0,2.0,0.0,0.0,19.0,75.0,29.0,113.0,25.7
390,South Carolina,2012.0,50.0,0.0,0.0,0.0,0.0,0.0,46.0,8.0,9.0,0.0,0.0,17.0,124.0,17.0,170.0,10.0
391,South Dakota,2012.0,37.0,1.0,6.0,0.0,0.0,7.0,35.0,4.0,10.0,0.0,0.0,14.0,70.0,21.0,105.0,20.0
392,Tennessee,2012.0,39.0,4.0,3.0,0.0,0.0,7.0,33.0,11.0,6.0,0.0,0.0,17.0,99.0,24.0,132.0,18.2
393,Texas,2012.0,35.0,3.0,3.0,0.0,0.0,6.0,31.0,13.0,19.0,0.0,0.0,32.0,150.0,38.0,181.0,21.0
394,Utah,2012.0,43.0,4.0,1.0,0.0,0.0,5.0,29.0,8.0,4.0,0.0,0.0,12.0,75.0,17.0,104.0,16.3
395,Vermont,2012.0,2.0,9.0,2.0,0.0,0.0,11.0,30.0,44.0,11.0,0.0,0.0,59.0,150.0,70.0,180.0,38.9
396,Virginia,2012.0,41.0,5.0,1.0,0.0,0.0,6.0,40.0,11.0,7.0,0.0,0.0,18.0,100.0,24.0,140.0,17.1
397,Washington,2012.0,6.0,12.0,6.0,0.0,0.0,18.0,49.0,19.0,10.0,0.0,0.0,29.0,98.0,47.0,147.0,32.0
398,West Virginia,2012.0,40.0,0.0,2.0,0.0,0.0,2.0,34.0,15.0,7.0,0.0,0.0,22.0,100.0,24.0,134.0,17.9
399,Wisconsin,2012.0,25.0,5.0,4.0,0.0,0.0,9.0,33.0,16.0,7.0,0.0,0.0,23.0,99.0,32.0,132.0,24.2
400,Wyoming,2012.0,45.0,0.0,1.0,0.0,0.0,1.0,30.0,3.0,10.0,0.0,0.0,13.0,60.0,14.0,90.0,15.6
401,Alabama,2011.0,48.0,4.0,0.0,1.0,0.0,5.0,35.0,9.0,5.0,0.0,0.0,14.0,105.0,19.0,140.0,13.6
402,Alaska,2011.0,27.0,1.0,0.0,3.0,0.0,4.0,20.0,4.0,6.0,0.0,0.0,10.0,40.0,14.0,60.0,23.3
403,Arizona,2011.0,3.0,5.0,6.0,0.0,0.0,11.0,30.0,7.0,13.0,0.0,0.0,20.0,60.0,31.0,90.0,34.4
404,Arkansas,2011.0,31.0,5.0,3.0,0.0,0.0,8.0,35.0,12.0,10.0,0.0,0.0,22.0,100.0,30.0,135.0,22.2
405,California,2011.0,12.0,9.0,3.0,0.0,0.0,12.0,40.0,16.0,6.0,0.0,0.0,22.0,80.0,34.0,120.0,28.3
406,Colorado,2011.0,1.0,14.0,3.0,0.0,0.0,17.0,35.0,15.0,9.0,0.0,0.0,24.0,65.0,41.0,100.0,41.0
407,Connecticut,2011.0,9.0,8.0,1.0,0.0,0.0,9.0,36.0,32.0,15.0,0.0,0.0,47.0,151.0,56.0,187.0,29.9
408,Deleware,2011.0,18.0,4.0,3.0,0.0,0.0,7.0,21.0,7.0,2.0,0.0,0.0,9.0,41.0,16.0,62.0,25.8
409,Florida,2011.0,21.0,7.0,7.0,0.0,0.0,14.0,40.0,11.0,15.0,0.0,0.0,27.0,120.0,41.0,160.0,25.6
410,Georgia,2011.0,26.0,8.0,1.0,0.0,0.0,9.0,56.0,30.0,17.0,0.0,0.0,47.0,180.0,56.0,236.0,23.7
411,Hawaii,2011.0,4.0,9.0,0.0,0.0,0.0,9.0,25.0,13.0,4.0,0.0,0.0,17.0,51.0,26.0,76.0,34.2
412,Idaho,2011.0,15.0,3.0,6.0,0.0,0.0,9.0,35.0,8.0,12.0,0.0,0.0,20.0,70.0,29.0,105.0,27.6
413,Illinois,2011.0,7.0,10.0,6.0,0.0,0.0,16.0,59.0,28.0,11.0,0.0,0.0,39.0,118.0,55.0,177.0,31.1
414,Indiana,2011.0,32.0,4.0,7.0,0.0,0.0,11.0,50.0,11.0,10.0,0.0,0.0,21.0,100.0,32.0,150.0,21.3
415,Iowa,2011.0,32.0,4.0,4.0,0.0,0.0,8.0,50.0,16.0,8.0,0.0,0.0,24.0,100.0,32.0,150.0,21.3
416,Kansas,2011.0,16.0,4.0,8.0,0.0,0.0,12.0,40.0,14.0,19.0,0.0,0.0,33.0,125.0,45.0,165.0,27.3
417,Kentucky,2011.0,39.0,3.0,3.0,0.0,0.0,6.0,38.0,11.0,9.0,0.0,0.0,20.0,100.0,26.0,138.0,18.8
418,Louisiana,2011.0,44.0,6.0,2.0,0.0,0.0,8.0,39.0,11.0,4.0,0.0,0.0,15.0,105.0,23.0,144.0,16.0
419,Maine,2011.0,10.0,5.0,3.0,0.0,0.0,8.0,35.0,27.0,19.0,0.0,0.0,46.0,151.0,54.0,186.0,29.0
420,Maryland,2011.0,8.0,10.0,1.0,0.0,0.0,11.0,47.0,35.0,12.0,0.0,0.0,47.0,141.0,58.0,188.0,30.9
421,Massachusetts,2011.0,23.0,11.0,0.0,0.0,0.0,11.0,40.0,32.0,6.0,0.0,0.0,38.0,160.0,49.0,200.0,24.5
422,Michigan,2011.0,36.0,2.0,2.0,0.0,0.0,4.0,38.0,16.0,11.0,0.0,0.0,27.0,110.0,31.0,148.0,20.9
423,Minnesota,2011.0,6.0,9.0,10.0,0.0,0.0,19.0,67.0,26.0,18.0,0.0,0.0,44.0,134.0,63.0,201.0,31.3
424,Mississippi,2011.0,45.0,3.0,2.0,0.0,0.0,5.0,52.0,17.0,4.0,0.0,0.0,21.0,122.0,26.0,174.0,14.9
425,Missouri,2011.0,25.0,4.0,2.0,0.0,0.0,6.0,34.0,22.0,18.0,1.0,0.0,41.0,163.0,47.0,197.0,23.9
426,Montana,2011.0,24.0,6.0,2.0,0.0,0.0,8.0,50.0,19.0,9.0,0.0,0.0,28.0,100.0,36.0,150.0,24.0
427,Nebraska*,2011.0,29.0,0.0,0.0,0.0,0.0,11.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,49.0,22.4
428,Nevada,2011.0,11.0,4.0,2.0,0.0,0.0,6.0,21.0,11.0,1.0,0.0,0.0,12.0,42.0,18.0,63.0,28.6
429,New Hampshire,2011.0,22.0,3.0,3.0,0.0,0.0,6.0,24.0,40.0,59.0,0.0,0.0,99.0,400.0,105.0,424.0,24.8
430,New Jersey,2011.0,12.0,7.0,3.0,0.0,0.0,10.0,40.0,15.0,9.0,0.0,0.0,24.0,80.0,34.0,120.0,28.3
431,New Mexico,2011.0,17.0,8.0,2.0,0.0,0.0,10.0,42.0,12.0,8.0,0.0,0.0,20.0,70.0,30.0,112.0,26.8
432,New York,2011.0,34.0,8.0,3.0,0.0,0.0,11.0,62.0,27.0,7.0,0.0,0.0,34.0,150.0,45.0,212.0,21.2
433,North Carolina,2011.0,29.0,3.0,3.0,0.0,0.0,6.0,50.0,22.0,10.0,0.0,0.0,32.0,120.0,38.0,170.0,22.4
434,North Dakota,2011.0,45.0,3.0,3.0,0.0,0.0,6.0,47.0,3.0,12.0,0.0,0.0,15.0,94.0,21.0,141.0,14.9
435,Ohio,2011.0,28.0,5.0,3.0,0.0,0.0,8.0,33.0,12.0,10.0,0.0,0.0,22.0,99.0,30.0,132.0,22.7
436,Oklahoma,2011.0,49.0,3.0,1.0,0.0,0.0,4.0,48.0,4.0,11.0,0.0,0.0,15.0,101.0,19.0,149.0,12.8
437,Oregon,2011.0,14.0,6.0,2.0,0.0,0.0,8.0,30.0,12.0,5.0,0.0,0.0,17.0,60.0,25.0,90.0,27.8
438,Pennsylvania,2011.0,42.0,5.0,6.0,0.0,0.0,11.0,50.0,14.0,19.0,0.0,0.0,33.0,203.0,44.0,253.0,17.4
439,Rhode Island,2011.0,20.0,9.0,1.0,0.0,0.0,10.0,38.0,17.0,2.0,0.0,0.0,19.0,75.0,29.0,113.0,25.7
440,South Carolina,2011.0,50.0,0.0,0.0,0.0,0.0,0.0,46.0,8.0,8.0,0.0,0.0,16.0,124.0,16.0,170.0,9.4
441,South Dakota,2011.0,37.0,6.0,1.0,0.0,0.0,7.0,35.0,4.0,9.0,1.0,0.0,14.0,70.0,21.0,105.0,20.0
442,Tennessee,2011.0,40.0,4.0,3.0,0.0,0.0,7.0,33.0,11.0,6.0,0.0,0.0,17.0,99.0,24.0,132.0,18.2
443,Texas,2011.0,35.0,3.0,3.0,0.0,0.0,6.0,31.0,14.0,18.0,0.0,0.0,32.0,150.0,38.0,181.0,21.0
444,Utah,2011.0,43.0,4.0,1.0,0.0,0.0,5.0,29.0,8.0,5.0,0.0,0.0,13.0,75.0,18.0,104.0,17.3
445,Vermont,2011.0,2.0,9.0,2.0,0.0,0.0,11.0,30.0,43.0,11.0,0.0,0.0,58.0,150.0,69.0,180.0,38.3
446,Virginia,2011.0,38.0,7.0,1.0,0.0,0.0,8.0,40.0,13.0,6.0,0.0,0.0,19.0,100.0,27.0,140.0,19.3
447,Washington,2011.0,5.0,12.0,6.0,0.0,0.0,18.0,49.0,19.0,10.0,0.0,0.0,29.0,98.0,47.0,147.0,32.0
448,West Virginia,2011.0,41.0,0.0,2.0,0.0,0.0,2.0,34.0,15.0,7.0,0.0,0.0,22.0,100.0,24.0,134.0,17.9
449,Wisconsin,2011.0,19.0,5.0,5.0,0.0,0.0,10.0,33.0,16.0,8.0,0.0,0.0,24.0,99.0,34.0,132.0,25.8
450,Wyoming,2011.0,47.0,0.0,1.0,0.0,0.0,1.0,30.0,3.0,9.0,0.0,0.0,12.0,60.0,13.0,90.0,14.4
451,Alabama,2010.0,48.0,4.0,0.0,1.0,0.0,5.0,35.0,10.0,3.0,0.0,0.0,13.0,105.0,18.0,140.0,12.9
452,Alaska,2010.0,34.0,1.0,0.0,2.0,0.0,3.0,20.0,4.0,6.0,0.0,0.0,10.0,40.0,13.0,60.0,21.7
453,Arizona,2010.0,7.0,7.0,4.0,0.0,0.0,11.0,30.0,9.0,9.0,0.0,0.0,18.0,60.0,29.0,90.0,32.2
454,Arkansas,2010.0,28.0,4.0,2.0,0.0,0.0,6.0,35.0,16.0,9.0,0.0,0.0,25.0,100.0,31.0,135.0,23.0
455,California,2010.0,17.0,11.0,1.0,0.0,0.0,12.0,40.0,16.0,4.0,0.0,0.0,20.0,80.0,32.0,120.0,26.7
456,Colorado,2010.0,1.0,12.0,1.0,0.0,0.0,13.0,35.0,19.0,6.0,0.0,0.0,25.0,65.0,38.0,100.0,38.0
457,Connecticut,2010.0,8.0,7.0,1.0,0.0,0.0,8.0,36.0,40.0,12.0,0.0,0.0,52.0,151.0,60.0,187.0,32.1
458,Deleware,2010.0,20.0,5.0,3.0,0.0,0.0,8.0,21.0,5.0,3.0,0.0,0.0,8.0,41.0,16.0,62.0,25.8
459,Florida,2010.0,25.0,5.0,4.0,0.0,0.0,9.0,40.0,15.0,14.0,0.0,0.0,29.0,120.0,38.0,160.0,23.8
460,Georgia,2010.0,38.0,7.0,1.0,0.0,0.0,8.0,56.0,27.0,11.0,0.0,0.0,38.0,180.0,46.0,236.0,19.5
461,Hawaii,2010.0,5.0,7.0,0.0,0.0,0.0,7.0,25.0,13.0,5.0,0.0,0.0,18.0,51.0,25.0,76.0,32.9
462,Idaho,2010.0,21.0,4.0,5.0,0.0,0.0,9.0,35.0,11.0,7.0,0.0,0.0,18.0,70.0,27.0,105.0,25.7
463,Illinois,2010.0,16.0,10.0,3.0,0.0,0.0,13.0,59.0,25.0,12.0,0.0,0.0,37.0,118.0,50.0,177.0,28.2
464,Indiana,2010.0,35.0,6.0,6.0,0.0,0.0,12.0,50.0,13.0,7.0,0.0,0.0,20.0,100.0,32.0,150.0,21.3
465,Iowa,2010.0,27.0,6.0,3.0,0.0,0.0,9.0,50.0,20.0,6.0,0.0,0.0,26.0,100.0,35.0,150.0,23.3
466,Kansas,2010.0,12.0,5.0,9.0,0.0,0.0,14.0,40.0,21.0,15.0,0.0,0.0,36.0,125.0,50.0,165.0,30.3
467,Kentucky,2010.0,45.0,3.0,4.0,0.0,0.0,7.0,38.0,11.0,4.0,0.0,0.0,15.0,100.0,22.0,138.0,15.9
468,Louisiana,2010.0,44.0,6.0,2.0,0.0,0.0,8.0,39.0,11.0,4.0,0.0,0.0,15.0,105.0,23.0,144.0,16.0
469,Maine,2010.0,13.0,6.0,2.0,0.0,0.0,8.0,35.0,36.0,10.0,0.0,0.0,46.0,151.0,54.0,186.0,29.0
470,Maryland,2010.0,10.0,9.0,1.0,0.0,0.0,10.0,47.0,38.0,11.0,0.0,0.0,49.0,141.0,59.0,188.0,31.4
471,Massachusetts,2010.0,22.0,12.0,0.0,0.0,0.0,12.0,40.0,36.0,3.0,0.0,0.0,39.0,160.0,51.0,200.0,25.5
472,Michigan,2010.0,23.0,6.0,3.0,0.0,0.0,9.0,38.0,22.0,6.0,0.0,0.0,28.0,110.0,37.0,148.0,25.0
473,Minnesota,2010.0,4.0,19.0,8.0,0.0,0.0,27.0,67.0,33.0,10.0,0.0,0.0,43.0,134.0,70.0,201.0,34.8
474,Mississippi,2010.0,47.0,3.0,1.0,0.0,0.0,4.0,52.0,17.0,4.0,0.0,0.0,21.0,122.0,25.0,174.0,14.4
475,Missouri,2010.0,29.0,5.0,3.0,0.0,0.0,8.0,34.0,26.0,10.0,0.0,0.0,36.0,163.0,44.0,197.0,22.3
476,Montana,2010.0,18.0,8.0,2.0,0.0,0.0,10.0,50.0,23.0,6.0,0.0,0.0,29.0,100.0,39.0,150.0,26.0
477,Nebraska*,2010.0,36.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,20.4
478,Nevada,2010.0,9.0,6.0,1.0,0.0,0.0,7.0,21.0,11.0,2.0,0.0,0.0,13.0,42.0,20.0,63.0,31.7
479,New Hampshire,2010.0,3.0,11.0,2.0,0.0,0.0,13.0,24.0,101.0,42.0,0.0,0.0,143.0,400.0,156.0,424.0,36.8
480,New Jersey,2010.0,15.0,7.0,3.0,0.0,0.0,10.0,40.0,16.0,8.0,0.0,0.0,24.0,80.0,34.0,120.0,28.3
481,New Mexico,2010.0,11.0,8.0,3.0,0.0,0.0,11.0,42.0,13.0,10.0,0.0,0.0,23.0,70.0,34.0,112.0,30.4
482,New York,2010.0,24.0,8.0,2.0,0.0,0.0,10.0,62.0,35.0,6.0,0.0,0.0,41.0,150.0,51.0,212.0,24.1
483,North Carolina,2010.0,19.0,4.0,2.0,0.0,0.0,6.0,50.0,26.0,12.0,0.0,0.0,38.0,120.0,44.0,170.0,25.9
484,North Dakota,2010.0,43.0,4.0,2.0,0.0,0.0,6.0,47.0,7.0,10.0,0.0,0.0,17.0,94.0,23.0,141.0,16.3
485,Ohio,2010.0,32.0,5.0,2.0,0.0,0.0,7.0,33.0,17.0,5.0,0.0,0.0,22.0,99.0,29.0,132.0,22.0
486,Oklahoma,2010.0,49.0,5.0,0.0,0.0,0.0,5.0,48.0,3.0,9.0,0.0,0.0,12.0,101.0,17.0,149.0,11.4
487,Oregon,2010.0,14.0,8.0,2.0,0.0,0.0,10.0,30.0,13.0,3.0,0.0,0.0,16.0,60.0,26.0,90.0,28.9
488,Pennsylvania,2010.0,46.0,4.0,6.0,0.0,0.0,10.0,50.0,11.0,18.0,0.0,0.0,29.0,203.0,39.0,253.0,15.4
489,Rhode Island,2010.0,30.0,8.0,0.0,0.0,0.0,8.0,38.0,17.0,0.0,0.0,0.0,17.0,75.0,25.0,113.0,22.1
490,South Carolina,2010.0,50.0,0.0,0.0,0.0,0.0,0.0,46.0,8.0,9.0,0.0,0.0,17.0,124.0,17.0,170.0,10.0
491,South Dakota,2010.0,37.0,6.0,1.0,0.0,0.0,7.0,35.0,5.0,9.0,0.0,0.0,14.0,70.0,21.0,105.0,20.0
492,Tennessee,2010.0,40.0,4.0,4.0,0.0,0.0,8.0,33.0,12.0,5.0,0.0,0.0,17.0,99.0,25.0,132.0,18.9
493,Texas,2010.0,25.0,3.0,3.0,0.0,0.0,6.0,31.0,24.0,13.0,0.0,0.0,37.0,150.0,43.0,181.0,23.8
494,Utah,2010.0,30.0,4.0,1.0,0.0,0.0,5.0,29.0,11.0,7.0,0.0,0.0,18.0,75.0,23.0,104.0,22.1
495,Vermont,2010.0,2.0,9.0,2.0,0.0,0.0,11.0,30.0,42.0,10.0,0.0,0.0,56.0,150.0,67.0,180.0,37.2
496,Virginia,2010.0,39.0,7.0,1.0,0.0,0.0,8.0,40.0,13.0,6.0,0.0,0.0,19.0,100.0,27.0,140.0,19.3
497,Washington,2010.0,6.0,13.0,6.0,0.0,0.0,19.0,49.0,21.0,8.0,0.0,0.0,29.0,98.0,48.0,147.0,32.7
498,West Virginia,2010.0,42.0,0.0,2.0,0.0,0.0,2.0,34.0,15.0,5.0,0.0,0.0,20.0,100.0,22.0,134.0,16.4
499,Wisconsin,2010.0,32.0,4.0,3.0,0.0,0.0,7.0,33.0,16.0,6.0,0.0,0.0,22.0,99.0,29.0,132.0,22.0
500,Wyoming,2010.0,41.0,2.0,0.0,0.0,0.0,2.0,30.0,6.0,7.0,0.0,0.0,13.0,60.0,15.0,90.0,16.7
501,Alabama,2009.0,48.0,4.0,1.0,0.0,0.0,5.0,35.0,10.0,3.0,0.0,0.0,13.0,105.0,18.0,140.0,12.9
502,Alaska,2009.0,32.0,1.0,0.0,2.0,0.0,3.0,20.0,4.0,6.0,0.0,0.0,10.0,40.0,13.0,60.0,21.7
503,Arizona,2009.0,9.0,7.0,5.0,0.0,0.0,12.0,30.0,9.0,7.0,0.0,0.0,16.0,60.0,28.0,90.0,31.1
504,Arkansas,2009.0,28.0,4.0,2.0,0.0,0.0,6.0,35.0,16.0,9.0,0.0,0.0,25.0,100.0,31.0,135.0,23.0
505,California,2009.0,16.0,12.0,1.0,0.0,0.0,13.0,40.0,16.0,4.0,0.0,0.0,20.0,80.0,33.0,120.0,27.5
506,Colorado,2009.0,3.0,11.0,1.0,0.0,0.0,12.0,35.0,19.0,6.0,0.0,0.0,25.0,65.0,37.0,100.0,37.0
507,Connecticut,2009.0,8.0,7.0,1.0,0.0,0.0,8.0,36.0,40.0,11.0,0.0,0.0,51.0,151.0,59.0,187.0,31.6
508,Deleware,2009.0,21.0,5.0,3.0,0.0,0.0,8.0,21.0,5.0,3.0,0.0,0.0,8.0,41.0,16.0,62.0,25.8
509,Florida,2009.0,27.0,5.0,4.0,0.0,0.0,9.0,40.0,14.0,14.0,0.0,0.0,28.0,120.0,37.0,160.0,23.0
510,Georgia,2009.0,38.0,7.0,1.0,0.0,0.0,8.0,56.0,27.0,11.0,0.0,0.0,38.0,180.0,46.0,236.0,19.55
511,Hawaii,2009.0,5.0,7.0,0.0,0.0,0.0,7.0,25.0,13.0,5.0,0.0,0.0,18.0,51.0,25.0,76.0,32.9
512,Idaho,2009.0,23.0,3.0,5.0,0.0,0.0,8.0,35.0,11.0,7.0,0.0,0.0,18.0,70.0,26.0,105.0,24.8
513,Illinois,2009.0,15.0,10.0,3.0,0.0,0.0,13.0,59.0,25.0,11.0,0.0,0.0,36.0,118.0,49.0,177.0,27.7
514,Indiana,2009.0,33.0,6.0,6.0,0.0,0.0,12.0,50.0,13.0,7.0,0.0,0.0,20.0,100.0,32.0,150.0,21.3
515,Iowa,2009.0,26.0,6.0,3.0,0.0,0.0,9.0,50.0,20.0,6.0,0.0,0.0,26.0,100.0,35.0,150.0,23.3
516,Kansas,2009.0,13.0,5.0,8.0,0.0,0.0,13.0,40.0,20.0,15.0,0.0,0.0,35.0,125.0,48.0,165.0,29.1
517,Kentucky,2009.0,45.0,3.0,4.0,0.0,0.0,7.0,38.0,11.0,4.0,0.0,0.0,15.0,100.0,22.0,138.0,15.9
518,Louisiana,2009.0,44.0,6.0,2.0,0.0,0.0,8.0,39.0,11.0,4.0,0.0,0.0,15.0,105.0,23.0,144.0,16.0
519,Maine,2009.0,14.0,6.0,2.0,0.0,0.0,8.0,35.0,36.0,10.0,0.0,0.0,46.0,151.0,54.0,186.0,29.0
520,Maryland,2009.0,10.0,9.0,1.0,0.0,0.0,10.0,47.0,38.0,10.0,0.0,0.0,48.0,141.0,58.0,188.0,30.9
521,Massachusetts,2009.0,18.0,12.0,0.0,0.0,0.0,12.0,40.0,37.0,3.0,0.0,0.0,40.0,160.0,52.0,200.0,26.0
522,Michigan,2009.0,22.0,6.0,3.0,0.0,0.0,9.0,38.0,22.0,6.0,0.0,0.0,28.0,110.0,37.0,148.0,25.0
523,Minnesota,2009.0,4.0,19.0,8.0,0.0,0.0,27.0,67.0,33.0,10.0,0.0,0.0,43.0,134.0,70.0,201.0,34.8
524,Mississippi,2009.0,47.0,3.0,1.0,0.0,0.0,4.0,52.0,17.0,4.0,0.0,0.0,21.0,122.0,25.0,174.0,14.4
525,Missouri,2009.0,33.0,5.0,3.0,0.0,0.0,8.0,34.0,25.0,9.0,0.0,0.0,34.0,163.0,42.0,197.0,21.3
526,Montana,2009.0,18.0,8.0,2.0,0.0,0.0,10.0,50.0,23.0,6.0,0.0,0.0,29.0,100.0,39.0,150.0,26.0
527,Nebraska*,2009.0,36.0,0.0,0.0,0.0,0.0,10.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,20.4
528,Nevada,2009.0,7.0,6.0,1.0,0.0,0.0,7.0,21.0,11.0,2.0,0.0,0.0,13.0,42.0,20.0,63.0,31.7
529,New Hampshire,2009.0,1.0,11.0,2.0,0.0,0.0,13.0,24.0,103.0,43.0,0.0,0.0,146.0,400.0,159.0,424.0,37.5
530,New Jersey,2009.0,12.0,6.0,2.0,0.0,0.0,8.0,40.0,19.0,9.0,0.0,0.0,28.0,80.0,36.0,120.0,30.0
531,New Mexico,2009.0,11.0,8.0,3.0,0.0,0.0,11.0,42.0,13.0,10.0,0.0,0.0,23.0,70.0,34.0,112.0,30.4
532,New York,2009.0,24.0,8.0,2.0,0.0,0.0,10.0,62.0,36.0,6.0,0.0,0.0,42.0,150.0,52.0,212.0,24.5
533,North Carolina,2009.0,20.0,4.0,2.0,0.0,0.0,6.0,50.0,26.0,12.0,0.0,0.0,38.0,120.0,44.0,170.0,25.9
534,North Dakota,2009.0,43.0,4.0,2.0,0.0,0.0,6.0,47.0,7.0,10.0,0.0,0.0,17.0,94.0,23.0,141.0,16.3
535,Ohio,2009.0,35.0,5.0,2.0,0.0,0.0,7.0,33.0,16.0,5.0,0.0,0.0,21.0,99.0,28.0,132.0,21.2
536,Oklahoma,2009.0,49.0,5.0,0.0,0.0,0.0,5.0,48.0,3.0,9.0,0.0,0.0,12.0,101.0,17.0,149.0,11.4
537,Oregon,2009.0,17.0,8.0,1.0,0.0,0.0,9.0,30.0,12.0,3.0,0.0,0.0,15.0,60.0,24.0,90.0,26.7
538,Pennsylvania,2009.0,46.0,4.0,6.0,0.0,0.0,10.0,50.0,11.0,16.0,0.0,0.0,27.0,203.0,37.0,253.0,14.6
539,Rhode Island,2009.0,29.0,8.0,0.0,0.0,0.0,8.0,38.0,17.0,0.0,0.0,0.0,17.0,75.0,25.0,113.0,22.1
540,South Carolina,2009.0,50.0,0.0,0.0,0.0,0.0,0.0,46.0,9.0,8.0,0.0,0.0,17.0,124.0,17.0,170.0,10.0
541,South Dakota,2009.0,37.0,6.0,1.0,0.0,0.0,7.0,35.0,5.0,9.0,0.0,0.0,14.0,70.0,21.0,105.0,20.0
