id,State,City,Forecast Number,Date,Main Condition,Condition Description,Icon,Low Temperature,High Temperature,Humidity Percentage,Wind MPH,Wind Direction,Rain Inches,Snow Inches,Pressure,Cloud Percent,UTC Timestamp,Timezone Offset
305,Virginia,Baltimore/Washington,5,Fri 12/3,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,40.46,52.95,37,11,W,0,0,1017,13,1638550800,-18000
306,Virginia,Blacksburg/Roanoke,1,Mon 11/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,25.29,38.66,44,11,NW,0,0,1020,55,1638205200,-18000
307,Virginia,Blacksburg/Roanoke,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,26.06,51.42,50,12,W,0,0,1016,6,1638291600,-18000
308,Virginia,Blacksburg/Roanoke,3,Wed 12/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,34.99,51.76,63,10,SW,0.64,0,1016,100,1638378000,-18000
309,Virginia,Blacksburg/Roanoke,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,42.98,58.53,51,15,W,0,0,1013,85,1638464400,-18000
310,Virginia,Blacksburg/Roanoke,5,Fri 12/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,45.88,60.12,51,13,W,0,0,1017,31,1638550800,-18000
311,Virginia,Wakefield,1,Mon 11/29,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,34.45,47.08,42,12,NW,0,0,1018,11,1638201600,-18000
312,Virginia,Wakefield,2,Tue 11/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,31.51,56.01,34,15,SW,0,0,1019,39,1638288000,-18000
313,Virginia,Wakefield,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,40.28,59.54,56,11,S,0,0,1022,73,1638374400,-18000
314,Virginia,Wakefield,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,47.71,64.62,61,12,SW,0,0,1017,100,1638460800,-18000
315,Virginia,Wakefield,5,Fri 12/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.82,65.5,51,11,SW,0,0,1017,8,1638547200,-18000
316,West Virginia,Charleston,1,Mon 11/29,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,27.72,41.59,46,8,W,0,0,1022,22,1638205200,-18000
317,West Virginia,Charleston,2,Tue 11/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,34.12,51.93,58,10,SW,0,0,1018,32,1638291600,-18000
318,West Virginia,Charleston,3,Wed 12/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,39.22,50.25,87,12,SW,7.89,0,1015,100,1638378000,-18000
319,West Virginia,Charleston,4,Thu 12/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,47.41,60.31,65,13,SW,0.19,0,1012,59,1638464400,-18000
320,West Virginia,Charleston,5,Fri 12/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.39,57.09,57,7,SW,0,0,1018,1,1638550800,-18000
321,Guam,Guam,1,Mon 11/29,Rain,heavy intensity rain,http://openweathermap.org/img/wn/10d@2x.png,77.22,80.31,90,22,NE,66.85,0,1007,100,1638151200,36000
322,Guam,Guam,2,Tue 11/30,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,77.95,82.76,78,17,E,15.71,0,1008,100,1638237600,36000
323,Guam,Guam,3,Wed 12/1,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,79.75,82.06,87,15,E,22.43,0,1009,100,1638324000,36000
324,Guam,Guam,4,Thu 12/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,80.71,83.34,73,17,E,3.77,0,1007,100,1638410400,36000
325,Guam,Guam,5,Fri 12/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,79.68,82.44,73,13,E,0,0,1008,67,1638496800,36000
326,Hawaii,Honolulu,1,Mon 11/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.72,75.33,72,25,N,1.36,0,1015,43,1638223200,-36000
327,Hawaii,Honolulu,2,Tue 11/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.88,76.35,73,21,NE,5.34,0,1014,38,1638309600,-36000
328,Hawaii,Honolulu,3,Wed 12/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.86,76.51,71,14,NE,2.79,0,1015,7,1638396000,-36000
329,Hawaii,Honolulu,4,Thu 12/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,73.35,76.08,68,11,NE,1.06,0,1016,13,1638482400,-36000
330,Hawaii,Honolulu,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,68.11,76.08,70,20,NW,4.23,0,1013,27,1638568800,-36000
331,Alabama,Birmingham,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,35.98,54.12,26,8,NW,0,0,1023,1,1638205200,-21600
332,Alabama,Birmingham,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,38.25,62.47,39,6,SW,0,0,1023,0,1638291600,-21600
333,Alabama,Birmingham,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.82,64.83,41,9,S,0,0,1021,5,1638378000,-21600
334,Alabama,Birmingham,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.99,68.56,58,8,SW,0,0,1021,0,1638464400,-21600
335,Alabama,Birmingham,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.12,68.07,59,5,SW,0,0,1019,100,1638550800,-21600
336,Alabama,Huntsville,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,32.27,48.83,32,8,N,0,0,1024,7,1638205200,-21600
337,Alabama,Huntsville,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.35,60.57,51,8,SW,0,0,1022,0,1638291600,-21600
338,Alabama,Huntsville,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,42.94,63.16,54,13,SW,0,0,1019,61,1638378000,-21600
339,Alabama,Huntsville,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.55,66.42,56,8,SW,0,0,1019,2,1638464400,-21600
340,Alabama,Huntsville,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,51.51,66.81,68,6,S,0,0,1018,99,1638550800,-21600
341,Alabama,Mobile/Pensacola,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.19,61.52,35,8,N,0,0,1023,0,1638205200,-21600
342,Alabama,Mobile/Pensacola,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.91,66.58,30,4,SE,0,0,1024,1,1638291600,-21600
343,Alabama,Mobile/Pensacola,3,Wed 12/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.61,68.88,48,5,S,0,0,1022,88,1638378000,-21600
344,Alabama,Mobile/Pensacola,4,Thu 12/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,49.84,72.05,45,5,S,0,0,1022,13,1638464400,-21600
345,Alabama,Mobile/Pensacola,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.59,71.01,43,5,S,0,0,1020,99,1638550800,-21600
346,Arkansas,Little Rock,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.13,62.65,47,9,S,0,0,1023,0,1638205200,-21600
347,Arkansas,Little Rock,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45.84,68.36,46,9,S,0,0,1019,0,1638291600,-21600
348,Arkansas,Little Rock,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.76,70.14,48,9,SW,0,0,1019,5,1638378000,-21600
349,Arkansas,Little Rock,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.65,73.78,46,7,SW,0,0,1020,5,1638464400,-21600
350,Arkansas,Little Rock,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,56.97,72.01,61,9,S,0.23,0,1016,98,1638550800,-21600
351,Florida,Jacksonville,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.76,64.71,27,8,NW,0,0,1018,0,1638205200,-18000
352,Florida,Jacksonville,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.89,67.44,37,4,NW,0,0,1023,0,1638291600,-18000
353,Florida,Jacksonville,3,Wed 12/1,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,50.27,70.95,45,5,S,0,0,1022,29,1638378000,-18000
354,Florida,Jacksonville,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.51,72.63,31,5,W,0,0,1021,0,1638464400,-18000
355,Florida,Jacksonville,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,53.92,73,44,5,W,0,0,1019,100,1638550800,-18000
356,Florida,Key West,1,Mon 11/29,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,68.18,71.4,54,17,N,0,0,1018,76,1638205200,-18000
357,Florida,Key West,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,68.9,72.45,75,15,N,0,0,1020,7,1638291600,-18000
358,Florida,Key West,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,70.93,73.49,70,13,NE,0,0,1020,53,1638378000,-18000
359,Florida,Key West,4,Thu 12/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,71.49,73.22,73,12,N,0,0,1020,24,1638464400,-18000
360,Florida,Key West,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,72.25,74.32,85,16,NE,0.31,0,1018,52,1638550800,-18000
361,Florida,Melbourne,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,58.78,67.46,56,12,NW,0,0,1017,1,1638205200,-18000
362,Florida,Melbourne,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,55.8,67.37,61,8,N,0,0,1022,0,1638291600,-18000
363,Florida,Melbourne,3,Wed 12/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,62.58,69.8,78,5,NE,0.51,0,1022,100,1638378000,-18000
364,Florida,Melbourne,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,61.07,70.81,65,8,NW,0,0,1021,0,1638464400,-18000
365,Florida,Melbourne,5,Fri 12/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,59.79,69.98,51,6,W,0,0,1020,77,1638550800,-18000
366,Florida,Miami,1,Mon 11/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,64.6,74.44,33,14,N,0.22,0,1017,72,1638205200,-18000
367,Florida,Miami,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,64.99,74.28,50,9,NE,0,0,1021,2,1638291600,-18000
368,Florida,Miami,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,67.78,76.66,51,7,E,0,0,1021,10,1638378000,-18000
369,Florida,Miami,4,Thu 12/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,69.22,77.99,61,13,NE,0.38,0,1019,27,1638464400,-18000
370,Florida,Miami,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.84,78.06,59,12,NE,1.19,0,1018,46,1638550800,-18000
371,Florida,Tallahassee,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.32,62.98,28,8,NW,0,0,1020,0,1638205200,-18000
372,Florida,Tallahassee,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.88,67.15,22,4,N,0,0,1023,0,1638291600,-18000
373,Florida,Tallahassee,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,46.51,69.19,29,5,S,0,0,1023,57,1638378000,-18000
374,Florida,Tallahassee,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.58,73.11,37,5,W,0,0,1021,0,1638464400,-18000
375,Florida,Tallahassee,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.95,74.05,43,4,S,0,0,1020,99,1638550800,-18000
376,Florida,Tampa,1,Mon 11/29,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,58.3,66.88,65,13,NW,0.18,0,1018,16,1638205200,-18000
377,Florida,Tampa,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,53.46,66.72,44,9,N,0,0,1022,0,1638291600,-18000
378,Florida,Tampa,3,Wed 12/1,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,56.37,69.12,57,8,NW,0,0,1022,33,1638378000,-18000
379,Florida,Tampa,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,59.23,69.28,57,9,NW,0,0,1021,0,1638464400,-18000
380,Florida,Tampa,5,Fri 12/3,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,59.38,70.57,47,6,NW,0,0,1020,45,1638550800,-18000
381,Georgia,Peachtree City/Atlanta,1,Mon 11/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,37.38,53.04,25,11,NW,0,0,1020,26,1638205200,-18000
382,Georgia,Peachtree City/Atlanta,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,36.93,62.58,32,8,SW,0,0,1022,0,1638291600,-18000
383,Georgia,Peachtree City/Atlanta,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,42.24,64.33,35,9,SW,0,0,1021,0,1638378000,-18000
384,Georgia,Peachtree City/Atlanta,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.09,67.93,50,9,W,0,0,1020,0,1638464400,-18000
385,Georgia,Peachtree City/Atlanta,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.54,69.31,50,6,W,0,0,1018,100,1638550800,-18000
386,Louisiana,Lake Charles,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.33,65.05,49,6,N,0,0,1023,0,1638208800,-21600
387,Louisiana,Lake Charles,2,Tue 11/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,49.84,69.87,46,7,S,0,0,1022,32,1638295200,-21600
388,Louisiana,Lake Charles,3,Wed 12/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.52,71.51,64,5,S,0,0,1022,100,1638381600,-21600
389,Louisiana,Lake Charles,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,57.16,72.81,58,6,S,0,0,1022,88,1638468000,-21600
390,Louisiana,Lake Charles,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,58.75,76.23,62,8,S,0,0,1019,91,1638554400,-21600
391,Louisiana,New Orleans/Baton Rouge,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,45,63.03,42,9,N,0,0,1023,0,1638205200,-21600
392,Louisiana,New Orleans/Baton Rouge,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.41,63.63,44,6,E,0,0,1024,7,1638291600,-21600
393,Louisiana,New Orleans/Baton Rouge,3,Wed 12/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,52.43,65.5,60,4,S,0,0,1023,100,1638378000,-21600
394,Louisiana,New Orleans/Baton Rouge,4,Thu 12/2,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,53.49,67.12,59,4,SW,0,0,1023,73,1638464400,-21600
395,Louisiana,New Orleans/Baton Rouge,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,56.28,67.6,61,6,E,0,0,1020,100,1638550800,-21600
396,Louisiana,Shreveport,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.39,66.54,44,6,S,0,0,1022,0,1638208800,-21600
397,Louisiana,Shreveport,2,Tue 11/30,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,48.94,69.91,45,8,S,0,0,1020,50,1638295200,-21600
398,Louisiana,Shreveport,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,51.78,71.67,57,7,SW,0,0,1021,73,1638381600,-21600
399,Louisiana,Shreveport,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,55.96,74.26,59,5,S,0,0,1021,93,1638468000,-21600
400,Louisiana,Shreveport,5,Fri 12/3,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,58.05,72.5,62,8,SE,3.99,0,1018,100,1638554400,-21600
401,Mississippi,Jackson,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,40.05,60.8,34,5,N,0,0,1024,0,1638205200,-21600
402,Mississippi,Jackson,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,43.52,66.76,42,6,S,0,0,1023,1,1638291600,-21600
403,Mississippi,Jackson,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,46.67,67.66,44,8,SW,0,0,1022,55,1638378000,-21600
404,Mississippi,Jackson,4,Thu 12/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,51.78,71.64,57,7,SW,0,0,1022,30,1638464400,-21600
405,Mississippi,Jackson,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,54.68,70.97,58,7,S,0,0,1019,100,1638550800,-21600
406,New Mexico,Albuquerque,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,41.14,60.57,27,4,W,0,0,1022,0,1638208800,-25200
407,New Mexico,Albuquerque,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,40.57,64.65,27,8,NW,0,0,1019,0,1638295200,-25200
408,New Mexico,Albuquerque,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.44,63,26,6,NW,0,0,1022,1,1638381600,-25200
409,New Mexico,Albuquerque,4,Thu 12/2,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,43.14,60.49,21,6,SW,0,0,1020,29,1638468000,-25200
410,New Mexico,Albuquerque,5,Fri 12/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,44.24,61.74,24,11,W,0,0,1017,82,1638554400,-25200
411,Oklahoma,Norman/Oklahoma City,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.71,71.73,28,14,S,0,0,1018,0,1638208800,-21600
412,Oklahoma,Norman/Oklahoma City,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,49.82,74.82,30,12,S,0,0,1015,0,1638295200,-21600
413,Oklahoma,Norman/Oklahoma City,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,48.36,69.64,37,8,NW,0,0,1020,8,1638381600,-21600
414,Oklahoma,Norman/Oklahoma City,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,51.49,69.55,40,11,S,0,0,1019,100,1638468000,-21600
415,Oklahoma,Norman/Oklahoma City,5,Fri 12/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,58.42,76.64,62,18,S,0,0,1011,57,1638554400,-21600
416,Oklahoma,Tulsa,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.19,68.88,31,14,S,0,0,1018,0,1638208800,-21600
417,Oklahoma,Tulsa,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.55,68.97,40,9,SE,0,0,1016,0,1638295200,-21600
418,Oklahoma,Tulsa,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.46,68.76,41,6,SW,0,0,1019,7,1638381600,-21600
419,Oklahoma,Tulsa,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,51.62,72.57,39,10,S,0,0,1018,7,1638468000,-21600
420,Oklahoma,Tulsa,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,58.39,76.28,62,16,S,0.6,0,1011,53,1638554400,-21600
421,Puerto Rico,San Juan,1,Mon 11/29,Rain,moderate rain,http://openweathermap.org/img/wn/10d@2x.png,75.99,84.83,69,11,E,3.81,0,1014,30,1638201600,-14400
422,Puerto Rico,San Juan,2,Tue 11/30,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,75.11,84.43,61,13,NE,2.05,0,1016,51,1638288000,-14400
423,Puerto Rico,San Juan,3,Wed 12/1,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,76.69,83.68,66,13,NE,2.45,0,1018,48,1638374400,-14400
424,Puerto Rico,San Juan,4,Thu 12/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,76.55,83.7,71,13,NE,1.27,0,1016,48,1638460800,-14400
425,Puerto Rico,San Juan,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,77.41,82.9,69,12,NE,2.8,0,1015,18,1638547200,-14400
426,Tennessee,Memphis,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,37.31,56.53,31,10,S,0,0,1024,2,1638205200,-21600
427,Tennessee,Memphis,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,44.6,65.71,50,10,S,0,0,1020,0,1638291600,-21600
428,Tennessee,Memphis,3,Wed 12/1,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,50.32,67.71,54,14,SW,0,0,1018,19,1638378000,-21600
429,Tennessee,Memphis,4,Thu 12/2,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,50.4,71.58,41,10,SW,0,0,1020,0,1638464400,-21600
430,Tennessee,Memphis,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,56.95,70.09,61,11,S,0,0,1017,100,1638550800,-21600
431,Tennessee,Morristown/Knoxville,1,Mon 11/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,25.75,43.18,39,5,W,0,0,1023,36,1638205200,-18000
432,Tennessee,Morristown/Knoxville,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,30.34,53.53,47,11,SW,0,0,1020,0,1638291600,-18000
433,Tennessee,Morristown/Knoxville,3,Wed 12/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,38.32,55.83,58,15,SW,0,0,1017,99,1638378000,-18000
434,Tennessee,Morristown/Knoxville,4,Thu 12/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,43.36,60.58,57,14,SW,0,0,1017,18,1638464400,-18000
435,Tennessee,Morristown/Knoxville,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,45.09,62.67,54,6,SW,0,0,1018,92,1638550800,-18000
436,Tennessee,Nashville,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,31.68,47.08,31,8,S,0,0,1024,10,1638205200,-21600
437,Tennessee,Nashville,2,Tue 11/30,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,40.66,59.4,57,9,S,0,0,1020,13,1638291600,-21600
438,Tennessee,Nashville,3,Wed 12/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,46.38,62.35,58,12,SW,0,0,1016,100,1638378000,-21600
439,Tennessee,Nashville,4,Thu 12/2,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,47.52,65.37,46,10,SW,0,0,1018,12,1638464400,-21600
440,Tennessee,Nashville,5,Fri 12/3,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,50.97,65.41,73,7,S,0,0,1017,100,1638550800,-21600
441,Texas,Amarillo,1,Mon 11/29,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.32,76.48,15,11,S,0,0,1016,0,1638208800,-21600
442,Texas,Amarillo,2,Tue 11/30,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,47.34,66.9,22,19,N,0,0,1016,0,1638295200,-21600
443,Texas,Amarillo,3,Wed 12/1,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,46.4,71.76,22,11,SE,0,0,1018,3,1638381600,-21600
444,Texas,Amarillo,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,48.47,72.32,18,13,S,0,0,1016,86,1638468000,-21600
445,Texas,Amarillo,5,Fri 12/3,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,53.6,69.8,17,15,S,0,0,1009,54,1638554400,-21600
446,Texas,Austin/San Antonio,1,Mon 11/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,49.78,68.77,37,7,S,0,0,1023,28,1638208800,-21600
447,Texas,Austin/San Antonio,2,Tue 11/30,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,49.77,71.01,58,12,S,0,0,1020,69,1638295200,-21600
448,Texas,Austin/San Antonio,3,Wed 12/1,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,56.53,72.43,70,7,S,0,0,1021,100,1638381600,-21600
449,Texas,Austin/San Antonio,4,Thu 12/2,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,59.99,73.17,66,9,SE,0,0,1021,99,1638468000,-21600
450,Texas,Austin/San Antonio,5,Fri 12/3,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,61.84,71.85,81,10,S,0.81,0,1016,100,1638554400,-21600
451,Texas,Brownsville,1,Mon 11/29,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,57.78,72.32,57,10,NW,0,0,1023,21,1638208800,-21600
452,Texas,Brownsville,2,Tue 11/30,Clouds,few clouds,http://openweathermap.org/img/wn/02d@2x.png,63.64,75.81,53,12,E,0,0,1019,24,1638295200,-21600
453,Texas,Brownsville,3,Wed 12/1,Clouds,broken clouds,http://openweathermap.org/img/wn/04d@2x.png,67.17,78.6,56,9,E,0,0,1020,77,1638381600,-21600
454,Texas,Brownsville,4,Thu 12/2,Rain,light rain,http://openweathermap.org/img/wn/10d@2x.png,70.18,78.57,70,14,E,0.75,0,1019,100,1638468000,-21600
455,Texas,Brownsville,5,Fri 12/3,Clear,sky is clear,http://openweathermap.org/img/wn/01d@2x.png,70.57,81.7,55,12,SE,0,0,1016,0,1638554400,-21600
456,Texas,Corpus Christi,1,Mon 11/29,Clouds,scattered clouds,http://openweathermap.org/img/wn/03d@2x.png,53.42,68.49,49,7,E,0,0,1023,39,1638208800,-21600
457,Texas,Corpus Christi,2,Tue 11/30,Clouds,overcast clouds,http://openweathermap.org/img/wn/04d@2x.png,58.23,74.08,56,11,SE,0,0,1020,91,1638295200,-21600
